dtpricon;regiao;loctudet;metastaticos;estadios;fetar;obito1ano;obito;pop
2004;sudeste;juncao retossigmoide;metastaticos;IV;>=60;10;18;21
2004;sudeste;reto;nao metastaticos;I;<60;2;25;61
2004;sudeste;reto;nao metastaticos;I;>=60;13;56;97
2004;sudeste;reto;nao metastaticos;II;<60;12;69;142
2004;sudeste;reto;nao metastaticos;II;>=60;37;109;181
2004;sudeste;reto;nao metastaticos;III;<60;18;84;161
2004;sudeste;reto;nao metastaticos;III;>=60;44;143;201
2004;sudeste;reto;metastaticos;IV;<60;47;80;98
2004;sudeste;reto;metastaticos;IV;>=60;65;107;116
2004;sul;colon;nao metastaticos;I;<60;0;0;9
2004;sul;colon;nao metastaticos;I;>=60;0;0;7
2004;sul;colon;nao metastaticos;II;<60;0;5;55
2004;sul;colon;nao metastaticos;II;>=60;4;10;48
2004;sul;colon;nao metastaticos;III;<60;1;12;49
2004;sul;colon;nao metastaticos;III;>=60;3;10;48
2004;sul;colon;metastaticos;IV;<60;12;18;45
2004;sul;colon;metastaticos;IV;>=60;10;21;47
2004;sul;juncao retossigmoide;nao metastaticos;I;<60;0;1;2
2004;sul;juncao retossigmoide;nao metastaticos;I;>=60;1;1;4
2004;sul;juncao retossigmoide;nao metastaticos;II;<60;1;1;9
2004;sul;juncao retossigmoide;nao metastaticos;II;>=60;2;4;8
2004;sul;juncao retossigmoide;nao metastaticos;III;<60;0;5;11
2004;sul;juncao retossigmoide;nao metastaticos;III;>=60;1;3;5
2004;sul;juncao retossigmoide;metastaticos;IV;<60;6;6;11
2004;sul;juncao retossigmoide;metastaticos;IV;>=60;3;3;14
2004;sul;reto;nao metastaticos;I;<60;0;0;11
2004;sul;reto;nao metastaticos;I;>=60;0;0;6
2004;sul;reto;nao metastaticos;II;<60;1;9;46
2004;sul;reto;nao metastaticos;II;>=60;2;8;55
2004;sul;reto;nao metastaticos;III;<60;4;9;55
2004;sul;reto;nao metastaticos;III;>=60;4;11;46
2004;sul;reto;metastaticos;IV;<60;9;16;28
2004;sul;reto;metastaticos;IV;>=60;6;9;32
2005;centroeste;colon;nao metastaticos;II;<60;0;0;4
2005;centroeste;colon;nao metastaticos;II;>=60;0;0;1
2005;centroeste;colon;nao metastaticos;III;<60;0;1;5
2005;centroeste;colon;nao metastaticos;III;>=60;1;1;2
2005;centroeste;colon;metastaticos;IV;<60;2;3;4
2005;centroeste;colon;metastaticos;IV;>=60;1;1;5
2005;centroeste;juncao retossigmoide;nao metastaticos;III;>=60;0;0;3
2005;centroeste;juncao retossigmoide;metastaticos;IV;<60;1;2;2
2005;centroeste;reto;nao metastaticos;II;<60;0;0;2
2005;centroeste;reto;nao metastaticos;II;>=60;0;0;6
2005;centroeste;reto;nao metastaticos;III;<60;1;3;4
2005;centroeste;reto;metastaticos;IV;<60;1;1;3
2005;centroeste;reto;metastaticos;IV;>=60;1;1;2
2005;nordeste;colon;nao metastaticos;I;<60;0;2;5
2005;nordeste;colon;nao metastaticos;I;>=60;0;0;6
2005;nordeste;colon;nao metastaticos;II;<60;0;2;32
2005;nordeste;colon;nao metastaticos;II;>=60;0;0;19
2005;nordeste;colon;nao metastaticos;III;<60;0;1;35
2005;nordeste;colon;nao metastaticos;III;>=60;2;2;19
2005;nordeste;colon;metastaticos;IV;<60;2;8;18
2005;nordeste;colon;metastaticos;IV;>=60;7;9;23
2005;nordeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;1
2005;nordeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;4
2005;nordeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;6
2005;nordeste;juncao retossigmoide;nao metastaticos;II;>=60;2;3;6
2005;nordeste;juncao retossigmoide;nao metastaticos;III;<60;0;1;6
2005;nordeste;juncao retossigmoide;nao metastaticos;III;>=60;1;2;6
2005;nordeste;juncao retossigmoide;metastaticos;IV;<60;1;2;5
2005;nordeste;juncao retossigmoide;metastaticos;IV;>=60;0;0;4
2005;nordeste;reto;nao metastaticos;I;<60;0;0;12
2005;nordeste;reto;nao metastaticos;I;>=60;2;3;15
2005;nordeste;reto;nao metastaticos;II;<60;5;7;49
2005;nordeste;reto;nao metastaticos;II;>=60;4;6;46
2005;nordeste;reto;nao metastaticos;III;<60;1;5;36
2005;nordeste;reto;nao metastaticos;III;>=60;2;8;41
2005;nordeste;reto;metastaticos;IV;<60;4;8;25
2005;nordeste;reto;metastaticos;IV;>=60;4;8;15
2005;norte;colon;nao metastaticos;I;>=60;0;0;1
2005;norte;colon;nao metastaticos;II;<60;0;1;5
2005;norte;colon;nao metastaticos;II;>=60;2;2;4
2005;norte;colon;nao metastaticos;III;<60;0;1;4
2005;norte;colon;nao metastaticos;III;>=60;0;0;1
2005;norte;colon;metastaticos;IV;<60;1;2;3
2005;norte;colon;metastaticos;IV;>=60;3;4;7
2005;norte;juncao retossigmoide;nao metastaticos;II;<60;0;0;4
2005;norte;juncao retossigmoide;nao metastaticos;II;>=60;0;1;4
2005;norte;juncao retossigmoide;nao metastaticos;III;<60;0;1;1
2005;norte;juncao retossigmoide;nao metastaticos;III;>=60;0;1;2
2005;norte;juncao retossigmoide;metastaticos;IV;>=60;0;3;3
2005;norte;reto;nao metastaticos;I;<60;0;0;2
2005;norte;reto;nao metastaticos;I;>=60;0;0;1
2005;norte;reto;nao metastaticos;II;<60;2;2;6
2005;norte;reto;nao metastaticos;II;>=60;1;1;5
2005;norte;reto;nao metastaticos;III;<60;1;2;7
2005;norte;reto;nao metastaticos;III;>=60;1;2;5
2005;norte;reto;metastaticos;IV;<60;2;2;5
2005;norte;reto;metastaticos;IV;>=60;0;3;8
2005;sudeste;colon;nao metastaticos;I;<60;1;8;60
2005;sudeste;colon;nao metastaticos;I;>=60;14;40;98
2005;sudeste;colon;nao metastaticos;II;<60;11;41;204
2005;sudeste;colon;nao metastaticos;II;>=60;50;165;307
2005;sudeste;colon;nao metastaticos;III;<60;20;80;198
2005;sudeste;colon;nao metastaticos;III;>=60;68;201;300
2005;sudeste;colon;metastaticos;IV;<60;120;224;250
2005;sudeste;colon;metastaticos;IV;>=60;120;193;232
2005;sudeste;juncao retossigmoide;nao metastaticos;I;<60;0;3;9
2005;sudeste;juncao retossigmoide;nao metastaticos;I;>=60;5;8;18
2005;sudeste;juncao retossigmoide;nao metastaticos;II;<60;0;4;28
2005;sudeste;juncao retossigmoide;nao metastaticos;II;>=60;7;23;46
2005;sudeste;juncao retossigmoide;nao metastaticos;III;<60;3;15;37
2005;sudeste;juncao retossigmoide;nao metastaticos;III;>=60;6;18;35
2005;sudeste;juncao retossigmoide;metastaticos;IV;<60;10;19;22
2005;sudeste;juncao retossigmoide;metastaticos;IV;>=60;15;23;31
2005;sudeste;reto;nao metastaticos;I;<60;3;22;75
2005;sudeste;reto;nao metastaticos;I;>=60;22;71;132
2005;sudeste;reto;nao metastaticos;II;<60;8;59;156
2005;sudeste;reto;nao metastaticos;II;>=60;33;139;243
2005;sudeste;reto;nao metastaticos;III;<60;22;98;180
2005;sudeste;reto;nao metastaticos;III;>=60;50;170;225
2005;sudeste;reto;metastaticos;IV;<60;60;104;130
2005;sudeste;reto;metastaticos;IV;>=60;85;136;150
2005;sul;colon;nao metastaticos;I;<60;0;0;11
2005;sul;colon;nao metastaticos;I;>=60;0;4;20
2005;sul;colon;nao metastaticos;II;<60;0;5;49
2005;sul;colon;nao metastaticos;II;>=60;2;8;50
2005;sul;colon;nao metastaticos;III;<60;6;16;79
2005;sul;colon;nao metastaticos;III;>=60;7;20;73
2005;sul;colon;metastaticos;IV;<60;12;21;35
2005;sul;colon;metastaticos;IV;>=60;15;25;58
2005;sul;juncao retossigmoide;nao metastaticos;I;<60;0;1;3
2005;sul;juncao retossigmoide;nao metastaticos;I;>=60;0;0;3
2005;sul;juncao retossigmoide;nao metastaticos;II;<60;2;3;7
2005;sul;juncao retossigmoide;nao metastaticos;II;>=60;3;5;14
2005;sul;juncao retossigmoide;nao metastaticos;III;<60;0;6;16
2005;sul;juncao retossigmoide;nao metastaticos;III;>=60;3;8;18
2005;sul;juncao retossigmoide;metastaticos;IV;<60;3;6;15
2005;sul;juncao retossigmoide;metastaticos;IV;>=60;3;4;7
2005;sul;reto;nao metastaticos;I;<60;0;4;16
2005;sul;reto;nao metastaticos;I;>=60;0;1;15
2005;sul;reto;nao metastaticos;II;<60;3;10;55
2005;sul;reto;nao metastaticos;II;>=60;6;18;81
2005;sul;reto;nao metastaticos;III;<60;3;15;62
2005;sul;reto;nao metastaticos;III;>=60;6;16;70
2005;sul;reto;metastaticos;IV;<60;9;21;35
2005;sul;reto;metastaticos;IV;>=60;9;15;36
2006;centroeste;colon;nao metastaticos;I;>=60;0;0;1
2006;centroeste;colon;nao metastaticos;II;<60;0;0;8
2006;centroeste;colon;nao metastaticos;II;>=60;0;0;3
2006;centroeste;colon;nao metastaticos;III;<60;0;0;2
2006;centroeste;colon;nao metastaticos;III;>=60;1;2;7
2006;centroeste;colon;metastaticos;IV;<60;0;1;1
2006;centroeste;colon;metastaticos;IV;>=60;0;1;6
2006;centroeste;juncao retossigmoide;nao metastaticos;III;<60;0;0;1
2006;centroeste;juncao retossigmoide;nao metastaticos;III;>=60;0;0;1
2006;centroeste;juncao retossigmoide;metastaticos;IV;<60;0;0;1
2006;centroeste;reto;nao metastaticos;I;<60;0;0;1
2006;centroeste;reto;nao metastaticos;I;>=60;0;0;1
2006;centroeste;reto;nao metastaticos;II;<60;1;1;2
2006;centroeste;reto;nao metastaticos;II;>=60;0;0;4
2006;centroeste;reto;nao metastaticos;III;<60;2;2;3
2006;centroeste;reto;nao metastaticos;III;>=60;0;1;5
2006;centroeste;reto;metastaticos;IV;<60;1;3;3
2006;centroeste;reto;metastaticos;IV;>=60;0;1;2
2006;nordeste;colon;nao metastaticos;I;<60;0;0;5
2006;nordeste;colon;nao metastaticos;I;>=60;0;0;7
2006;nordeste;colon;nao metastaticos;II;<60;2;3;53
2006;nordeste;colon;nao metastaticos;II;>=60;1;1;38
2006;nordeste;colon;nao metastaticos;III;<60;3;5;44
2006;nordeste;colon;nao metastaticos;III;>=60;1;4;35
2006;nordeste;colon;metastaticos;IV;<60;4;9;28
2006;nordeste;colon;metastaticos;IV;>=60;4;10;28
2006;nordeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;4
2006;nordeste;juncao retossigmoide;nao metastaticos;I;>=60;0;1;6
2006;nordeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;7
2006;nordeste;juncao retossigmoide;nao metastaticos;II;>=60;1;1;11
2006;nordeste;juncao retossigmoide;nao metastaticos;III;<60;0;1;5
2006;nordeste;juncao retossigmoide;nao metastaticos;III;>=60;1;3;10
2006;nordeste;juncao retossigmoide;metastaticos;IV;<60;0;0;5
2006;nordeste;juncao retossigmoide;metastaticos;IV;>=60;3;3;6
2006;nordeste;reto;nao metastaticos;I;<60;0;3;17
2006;nordeste;reto;nao metastaticos;I;>=60;1;2;15
2006;nordeste;reto;nao metastaticos;II;<60;3;4;48
2006;nordeste;reto;nao metastaticos;II;>=60;3;7;66
2006;nordeste;reto;nao metastaticos;III;<60;2;10;42
2006;nordeste;reto;nao metastaticos;III;>=60;5;12;54
2006;nordeste;reto;metastaticos;IV;<60;3;7;22
2006;nordeste;reto;metastaticos;IV;>=60;2;5;22
2006;norte;colon;nao metastaticos;I;>=60;0;0;1
2006;norte;colon;nao metastaticos;II;<60;0;1;12
2006;norte;colon;nao metastaticos;II;>=60;0;1;4
2006;norte;colon;nao metastaticos;III;<60;2;4;9
2006;norte;colon;nao metastaticos;III;>=60;2;2;8
2006;norte;colon;metastaticos;IV;<60;0;0;1
2006;norte;colon;metastaticos;IV;>=60;2;2;3
2006;norte;juncao retossigmoide;nao metastaticos;I;<60;0;0;1
2006;norte;juncao retossigmoide;nao metastaticos;II;>=60;0;1;1
2006;norte;juncao retossigmoide;nao metastaticos;III;<60;1;1;3
2006;norte;juncao retossigmoide;nao metastaticos;III;>=60;0;2;4
2006;norte;juncao retossigmoide;metastaticos;IV;<60;0;1;1
2006;norte;reto;nao metastaticos;I;<60;0;0;1
2006;norte;reto;nao metastaticos;I;>=60;1;1;2
2006;norte;reto;nao metastaticos;II;<60;0;0;1
2006;norte;reto;nao metastaticos;II;>=60;0;0;4
2006;norte;reto;nao metastaticos;III;<60;3;5;12
2006;norte;reto;nao metastaticos;III;>=60;1;2;4
2006;norte;reto;metastaticos;IV;<60;3;6;7
2006;norte;reto;metastaticos;IV;>=60;1;2;4
2006;sudeste;colon;nao metastaticos;I;<60;3;8;54
2006;sudeste;colon;nao metastaticos;I;>=60;11;39;95
2006;sudeste;colon;nao metastaticos;II;<60;9;47;179
2006;sudeste;colon;nao metastaticos;II;>=60;50;136;280
2006;sudeste;colon;nao metastaticos;III;<60;14;81;206
2006;sudeste;colon;nao metastaticos;III;>=60;68;177;297
2006;sudeste;colon;metastaticos;IV;<60;100;183;232
2006;sudeste;colon;metastaticos;IV;>=60;122;188;225
2006;sudeste;juncao retossigmoide;nao metastaticos;I;<60;1;2;13
2006;sudeste;juncao retossigmoide;nao metastaticos;I;>=60;1;9;17
2006;sudeste;juncao retossigmoide;nao metastaticos;II;<60;1;11;23
2006;sudeste;juncao retossigmoide;nao metastaticos;II;>=60;6;17;40
2006;sudeste;juncao retossigmoide;nao metastaticos;III;<60;2;14;35
2006;sudeste;juncao retossigmoide;nao metastaticos;III;>=60;5;17;41
2006;sudeste;juncao retossigmoide;metastaticos;IV;<60;5;19;24
2006;sudeste;juncao retossigmoide;metastaticos;IV;>=60;14;31;36
2006;sudeste;reto;nao metastaticos;I;<60;3;25;85
2006;sudeste;reto;nao metastaticos;I;>=60;15;49;113
2006;sudeste;reto;nao metastaticos;II;<60;20;56;131
2006;sudeste;reto;nao metastaticos;II;>=60;29;114;203
2006;sudeste;reto;nao metastaticos;III;<60;20;105;205
2006;sudeste;reto;nao metastaticos;III;>=60;34;126;214
2006;sudeste;reto;metastaticos;IV;<60;72;121;145
2006;sudeste;reto;metastaticos;IV;>=60;61;121;140
2006;sul;colon;nao metastaticos;I;<60;0;0;19
2006;sul;colon;nao metastaticos;I;>=60;1;2;14
2006;sul;colon;nao metastaticos;II;<60;3;5;63
2006;sul;colon;nao metastaticos;II;>=60;4;9;75
2006;sul;colon;nao metastaticos;III;<60;2;6;72
2006;sul;colon;nao metastaticos;III;>=60;9;18;85
2006;sul;colon;metastaticos;IV;<60;15;32;86
2006;sul;colon;metastaticos;IV;>=60;18;36;101
2006;sul;juncao retossigmoide;nao metastaticos;I;<60;0;0;3
2006;sul;juncao retossigmoide;nao metastaticos;I;>=60;1;1;6
2006;sul;juncao retossigmoide;nao metastaticos;II;<60;2;2;9
2006;sul;juncao retossigmoide;nao metastaticos;II;>=60;0;2;9
2006;sul;juncao retossigmoide;nao metastaticos;III;<60;0;1;17
2006;sul;juncao retossigmoide;nao metastaticos;III;>=60;1;4;14
2006;sul;juncao retossigmoide;metastaticos;IV;<60;1;5;14
2006;sul;juncao retossigmoide;metastaticos;IV;>=60;4;9;17
2006;sul;reto;nao metastaticos;I;<60;0;0;25
2006;sul;reto;nao metastaticos;I;>=60;0;2;27
2006;sul;reto;nao metastaticos;II;<60;2;12;69
2006;sul;reto;nao metastaticos;II;>=60;6;13;87
2006;sul;reto;nao metastaticos;III;<60;5;13;77
2006;sul;reto;nao metastaticos;III;>=60;6;17;97
2006;sul;reto;metastaticos;IV;<60;15;22;64
2006;sul;reto;metastaticos;IV;>=60;9;14;52
2007;centroeste;colon;nao metastaticos;I;<60;0;0;2
2007;centroeste;colon;nao metastaticos;II;<60;0;0;4
2007;centroeste;colon;nao metastaticos;II;>=60;0;0;3
2007;centroeste;colon;nao metastaticos;III;<60;0;1;5
2007;centroeste;colon;nao metastaticos;III;>=60;2;4;7
2007;centroeste;colon;metastaticos;IV;<60;1;2;5
2007;centroeste;colon;metastaticos;IV;>=60;5;7;11
2007;centroeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;2
2007;centroeste;juncao retossigmoide;nao metastaticos;III;<60;0;0;4
2007;centroeste;juncao retossigmoide;nao metastaticos;III;>=60;1;1;4
2007;centroeste;juncao retossigmoide;metastaticos;IV;<60;0;0;1
2007;centroeste;juncao retossigmoide;metastaticos;IV;>=60;0;1;2
2007;centroeste;reto;nao metastaticos;I;<60;0;0;1
2007;centroeste;reto;nao metastaticos;I;>=60;0;0;1
2007;centroeste;reto;nao metastaticos;II;<60;1;2;9
2007;centroeste;reto;nao metastaticos;II;>=60;0;0;4
2007;centroeste;reto;nao metastaticos;III;<60;0;0;1
2007;centroeste;reto;nao metastaticos;III;>=60;3;4;6
2007;centroeste;reto;metastaticos;IV;<60;0;0;2
2007;centroeste;reto;metastaticos;IV;>=60;0;0;2
2007;nordeste;colon;nao metastaticos;I;<60;0;1;11
2007;nordeste;colon;nao metastaticos;I;>=60;1;1;7
2007;nordeste;colon;nao metastaticos;II;<60;1;4;37
2007;nordeste;colon;nao metastaticos;II;>=60;1;8;40
2007;nordeste;colon;nao metastaticos;III;<60;1;6;27
2007;nordeste;colon;nao metastaticos;III;>=60;0;3;26
2007;nordeste;colon;metastaticos;IV;<60;3;7;26
2007;nordeste;colon;metastaticos;IV;>=60;5;12;27
2007;nordeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;4
2007;nordeste;juncao retossigmoide;nao metastaticos;II;<60;0;1;10
2007;nordeste;juncao retossigmoide;nao metastaticos;II;>=60;0;1;5
2007;nordeste;juncao retossigmoide;nao metastaticos;III;<60;0;1;5
2007;nordeste;juncao retossigmoide;nao metastaticos;III;>=60;1;1;5
2007;nordeste;juncao retossigmoide;metastaticos;IV;<60;0;2;3
2007;nordeste;juncao retossigmoide;metastaticos;IV;>=60;1;2;7
2007;nordeste;reto;nao metastaticos;I;<60;0;0;15
2007;nordeste;reto;nao metastaticos;I;>=60;2;2;13
2007;nordeste;reto;nao metastaticos;II;<60;1;8;41
2007;nordeste;reto;nao metastaticos;II;>=60;3;6;43
2007;nordeste;reto;nao metastaticos;III;<60;6;11;46
2007;nordeste;reto;nao metastaticos;III;>=60;4;8;34
2007;nordeste;reto;metastaticos;IV;<60;3;10;30
2007;nordeste;reto;metastaticos;IV;>=60;2;9;25
2007;norte;colon;nao metastaticos;I;<60;0;0;1
2007;norte;colon;nao metastaticos;I;>=60;1;1;2
2007;norte;colon;nao metastaticos;II;<60;0;0;6
2007;norte;colon;nao metastaticos;II;>=60;1;1;5
2007;norte;colon;nao metastaticos;III;<60;0;2;6
2007;norte;colon;nao metastaticos;III;>=60;1;4;10
2007;norte;colon;metastaticos;IV;<60;0;1;3
2007;norte;colon;metastaticos;IV;>=60;0;2;4
2007;norte;juncao retossigmoide;nao metastaticos;I;<60;0;0;1
2007;norte;juncao retossigmoide;nao metastaticos;II;<60;0;1;2
2007;norte;juncao retossigmoide;nao metastaticos;II;>=60;0;0;1
2007;norte;juncao retossigmoide;nao metastaticos;III;<60;0;0;1
2007;norte;juncao retossigmoide;metastaticos;IV;>=60;0;0;1
2007;norte;reto;nao metastaticos;I;<60;0;1;1
2007;norte;reto;nao metastaticos;I;>=60;0;0;3
2007;norte;reto;nao metastaticos;II;<60;0;3;8
2007;norte;reto;nao metastaticos;II;>=60;2;2;7
2007;norte;reto;nao metastaticos;III;<60;0;1;4
2007;norte;reto;nao metastaticos;III;>=60;1;3;8
2007;norte;reto;metastaticos;IV;<60;0;3;6
2007;norte;reto;metastaticos;IV;>=60;1;1;3
2007;sudeste;colon;nao metastaticos;I;<60;5;13;68
2007;sudeste;colon;nao metastaticos;I;>=60;15;41;102
2007;sudeste;colon;nao metastaticos;II;<60;10;52;236
2007;sudeste;colon;nao metastaticos;II;>=60;43;140;321
2007;sudeste;colon;nao metastaticos;III;<60;22;90;262
2007;sudeste;colon;nao metastaticos;III;>=60;53;153;304
2007;sudeste;colon;metastaticos;IV;<60;83;184;240
2007;sudeste;colon;metastaticos;IV;>=60;133;220;262
2007;sudeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;16
2007;sudeste;juncao retossigmoide;nao metastaticos;I;>=60;0;5;21
2007;sudeste;juncao retossigmoide;nao metastaticos;II;<60;2;6;31
2007;sudeste;juncao retossigmoide;nao metastaticos;II;>=60;5;13;34
2007;sudeste;juncao retossigmoide;nao metastaticos;III;<60;2;9;28
2007;sudeste;juncao retossigmoide;nao metastaticos;III;>=60;4;12;34
2007;sudeste;juncao retossigmoide;metastaticos;IV;<60;6;20;28
2007;sudeste;juncao retossigmoide;metastaticos;IV;>=60;6;15;24
2007;sudeste;reto;nao metastaticos;I;<60;5;19;82
2007;sudeste;reto;nao metastaticos;I;>=60;10;52;126
2007;sudeste;reto;nao metastaticos;II;<60;10;66;197
2007;sudeste;reto;nao metastaticos;II;>=60;43;131;268
2007;sudeste;reto;nao metastaticos;III;<60;23;98;220
2007;sudeste;reto;nao metastaticos;III;>=60;34;150;256
2007;sudeste;reto;metastaticos;IV;<60;70;140;163
2007;sudeste;reto;metastaticos;IV;>=60;71;111;146
2007;sul;colon;nao metastaticos;I;<60;0;0;9
2007;sul;colon;nao metastaticos;I;>=60;1;1;11
2007;sul;colon;nao metastaticos;II;<60;1;7;82
2007;sul;colon;nao metastaticos;II;>=60;5;6;74
2007;sul;colon;nao metastaticos;III;<60;5;7;91
2007;sul;colon;nao metastaticos;III;>=60;13;22;101
2007;sul;colon;metastaticos;IV;<60;10;30;92
2007;sul;colon;metastaticos;IV;>=60;24;39;114
2007;sul;juncao retossigmoide;nao metastaticos;I;<60;0;0;6
2007;sul;juncao retossigmoide;nao metastaticos;I;>=60;0;1;13
2007;sul;juncao retossigmoide;nao metastaticos;II;<60;0;1;17
2007;sul;juncao retossigmoide;nao metastaticos;II;>=60;0;0;13
2007;sul;juncao retossigmoide;nao metastaticos;III;<60;1;3;19
2007;sul;juncao retossigmoide;nao metastaticos;III;>=60;0;2;27
2007;sul;juncao retossigmoide;metastaticos;IV;<60;2;4;22
2007;sul;juncao retossigmoide;metastaticos;IV;>=60;0;6;17
2007;sul;reto;nao metastaticos;I;<60;0;0;16
2007;sul;reto;nao metastaticos;I;>=60;2;2;22
2007;sul;reto;nao metastaticos;II;<60;2;4;44
2007;sul;reto;nao metastaticos;II;>=60;6;12;81
2007;sul;reto;nao metastaticos;III;<60;6;16;80
2007;sul;reto;nao metastaticos;III;>=60;5;12;99
2007;sul;reto;metastaticos;IV;<60;12;24;64
2007;sul;reto;metastaticos;IV;>=60;12;19;72
2008;centroeste;colon;nao metastaticos;I;<60;0;0;3
2008;centroeste;colon;nao metastaticos;I;>=60;0;0;2
2008;centroeste;colon;nao metastaticos;II;<60;3;3;15
2008;centroeste;colon;nao metastaticos;II;>=60;0;1;8
2008;centroeste;colon;nao metastaticos;III;<60;1;2;14
2008;centroeste;colon;nao metastaticos;III;>=60;2;4;9
2008;centroeste;colon;metastaticos;IV;<60;8;10;17
2008;centroeste;colon;metastaticos;IV;>=60;3;5;11
2008;centroeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;1
2008;centroeste;juncao retossigmoide;nao metastaticos;II;<60;0;1;3
2008;centroeste;juncao retossigmoide;nao metastaticos;III;<60;0;0;2
2008;centroeste;juncao retossigmoide;nao metastaticos;III;>=60;0;0;2
2008;centroeste;juncao retossigmoide;metastaticos;IV;<60;0;0;3
2008;centroeste;juncao retossigmoide;metastaticos;IV;>=60;0;0;1
2008;centroeste;reto;nao metastaticos;I;<60;0;0;1
2008;centroeste;reto;nao metastaticos;II;<60;0;1;6
2008;centroeste;reto;nao metastaticos;II;>=60;0;0;4
2008;centroeste;reto;nao metastaticos;III;<60;2;3;7
2008;centroeste;reto;nao metastaticos;III;>=60;1;2;9
2008;centroeste;reto;metastaticos;IV;<60;2;3;8
2008;centroeste;reto;metastaticos;IV;>=60;1;1;7
2008;nordeste;colon;nao metastaticos;I;<60;1;1;11
2008;nordeste;colon;nao metastaticos;I;>=60;0;0;14
2008;nordeste;colon;nao metastaticos;II;<60;3;5;45
2008;nordeste;colon;nao metastaticos;II;>=60;0;3;42
2008;nordeste;colon;nao metastaticos;III;<60;0;3;43
2008;nordeste;colon;nao metastaticos;III;>=60;2;5;36
2008;nordeste;colon;metastaticos;IV;<60;13;19;54
2008;nordeste;colon;metastaticos;IV;>=60;5;12;39
2008;nordeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;1
2008;nordeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;2
2008;nordeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;5
2008;nordeste;juncao retossigmoide;nao metastaticos;II;>=60;0;1;8
2008;nordeste;juncao retossigmoide;nao metastaticos;III;<60;0;3;12
2008;nordeste;juncao retossigmoide;nao metastaticos;III;>=60;0;2;11
2008;nordeste;juncao retossigmoide;metastaticos;IV;<60;0;2;3
2008;nordeste;juncao retossigmoide;metastaticos;IV;>=60;2;2;5
2008;nordeste;reto;nao metastaticos;I;<60;0;0;17
2008;nordeste;reto;nao metastaticos;I;>=60;1;2;15
2008;nordeste;reto;nao metastaticos;II;<60;8;12;52
2008;nordeste;reto;nao metastaticos;II;>=60;8;15;52
2008;nordeste;reto;nao metastaticos;III;<60;3;10;58
2008;nordeste;reto;nao metastaticos;III;>=60;5;10;51
2008;nordeste;reto;metastaticos;IV;<60;6;13;42
2008;nordeste;reto;metastaticos;IV;>=60;7;11;28
2008;norte;colon;nao metastaticos;I;<60;0;0;1
2008;norte;colon;nao metastaticos;I;>=60;0;0;3
2008;norte;colon;nao metastaticos;II;<60;0;1;6
2008;norte;colon;nao metastaticos;II;>=60;1;1;4
2008;norte;colon;nao metastaticos;III;<60;2;3;7
2008;norte;colon;nao metastaticos;III;>=60;0;2;5
2008;norte;colon;metastaticos;IV;<60;1;1;5
2008;norte;colon;metastaticos;IV;>=60;3;3;6
2008;norte;juncao retossigmoide;nao metastaticos;II;<60;0;0;1
2008;norte;juncao retossigmoide;nao metastaticos;II;>=60;1;1;2
2008;norte;juncao retossigmoide;nao metastaticos;III;<60;1;1;3
2008;norte;juncao retossigmoide;nao metastaticos;III;>=60;0;1;2
2008;norte;juncao retossigmoide;metastaticos;IV;<60;1;2;2
2008;norte;reto;nao metastaticos;I;>=60;0;0;2
2008;norte;reto;nao metastaticos;II;<60;0;1;10
2008;norte;reto;nao metastaticos;II;>=60;2;3;12
2008;norte;reto;nao metastaticos;III;<60;1;4;12
2008;norte;reto;nao metastaticos;III;>=60;0;1;13
2008;norte;reto;metastaticos;IV;<60;3;6;11
2008;norte;reto;metastaticos;IV;>=60;1;2;3
2008;sudeste;colon;nao metastaticos;I;<60;5;13;83
2008;sudeste;colon;nao metastaticos;I;>=60;13;37;138
2008;sudeste;colon;nao metastaticos;II;<60;11;63;254
2008;sudeste;colon;nao metastaticos;II;>=60;56;162;380
2008;sudeste;colon;nao metastaticos;III;<60;24;94;269
2008;sudeste;colon;nao metastaticos;III;>=60;61;173;327
2008;sudeste;colon;metastaticos;IV;<60;107;207;272
2008;sudeste;colon;metastaticos;IV;>=60;136;235;280
2008;sudeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;11
2008;sudeste;juncao retossigmoide;nao metastaticos;I;>=60;1;6;14
2008;sudeste;juncao retossigmoide;nao metastaticos;II;<60;1;4;29
2008;sudeste;juncao retossigmoide;nao metastaticos;II;>=60;2;18;43
2008;sudeste;juncao retossigmoide;nao metastaticos;III;<60;4;10;34
2008;sudeste;juncao retossigmoide;nao metastaticos;III;>=60;7;18;46
2008;sudeste;juncao retossigmoide;metastaticos;IV;<60;11;24;33
2008;sudeste;juncao retossigmoide;metastaticos;IV;>=60;9;18;29
2008;sudeste;reto;nao metastaticos;I;<60;8;36;118
